customer_id,customer_name,country,customer_type,kyc_risk
CUST10529,Wei Ivanov,Nigeria,Individual,Low
CUST10530,John Petrov,Iran,Business,Moderate
CUST10531,Viktor Mansour,India,Business,Low
CUST10532,Reza Miller,Russia,Individual,Moderate
CUST10533,Robert Karimi,Belarus,Individual,High
CUST10534,Jin Petrov,Mexico,Individual,Low
CUST10535,Wei Smith,Nigeria,Individual,Low
CUST10536,Sergei Mansour,Belarus,Business,Low
CUST10537,Wei Johnson,Belarus,Individual,Low
CUST10538,Ali Brown,United Kingdom,Business,Moderate
CUST10539,Robert Rahimi,Nigeria,Individual,High
CUST10540,Farid Smith,Belarus,Individual,Low
CUST10541,Hassan Miller,Canada,Individual,Moderate
CUST10542,James Ivanov,Syria,Individual,Low
CUST10543,Ahmed Volkov,Mexico,Business,Moderate
CUST10544,Ahmed Haddad,Turkey,Individual,Low
CUST10545,Robert Mansour,Canada,Individual,Moderate
CUST10546,Sarah Volkov,Syria,Individual,Low
CUST10547,Jin Sokolov,Mexico,Individual,Low
CUST10548,Viktor Mansour,Mexico,Individual,Moderate
CUST10549,Ivan Rahimi,United States,Business,High
CUST10550,Sergei Mansour,Nigeria,Business,Low
CUST10551,Michael Karimi,United Arab Emirates,Business,Low
CUST10552,Sergei Al Rashid,United Kingdom,Individual,Low
CUST10553,Michael Haddad,Canada,Business,Low
CUST10554,Hassan Brown,Canada,Business,High
CUST10555,Yousef Hosseini,United States,Individual,Moderate
CUST10556,Sergei Johnson,United States,Business,Moderate
CUST10557,Jin Khalil,United States,Individual,Low
CUST10558,Samir Petrov,Turkey,Individual,Low
CUST10559,Nikolai Hosseini,Turkey,Individual,Low
CUST10560,Omar Mansour,India,Individual,Low
CUST10561,Robert Rahimi,Syria,Individual,Low
CUST10562,Mohammed Karimi,Russia,Individual,Low
CUST10563,Yousef Hosseini,United States,Individual,Low
CUST10564,Ali Davis,Mexico,Individual,Low
CUST10565,Hassan Khalil,Iran,Individual,Low
CUST10566,Ahmed Mansour,Syria,Individual,Low
CUST10567,Mohammed Zhang,Mexico,Individual,Moderate
CUST10568,Michael Smith,Syria,Individual,Moderate
CUST10569,Hassan Volkov,Syria,Individual,Low
CUST10570,Wei Johnson,Turkey,Business,High
CUST10571,Sergei Sokolov,United Kingdom,Individual,Moderate
CUST10572,Ahmed Nouri,Mexico,Individual,Low
CUST10573,Ali Petrov,Iran,Individual,Low
CUST10574,Hassan Haddad,United Arab Emirates,Individual,Moderate
CUST10575,Michael Ivanov,United Arab Emirates,Business,Low
CUST10576,Ivan Davis,Iran,Individual,High
CUST10577,John Wang,Russia,Individual,Moderate
CUST10578,Michael Hosseini,Nigeria,Individual,Moderate
CUST10579,Sergei Sokolov,Nigeria,Individual,Low
CUST10580,Ali Nouri,Turkey,Individual,Moderate
CUST10581,Ahmed Karimi,United States,Individual,Low
CUST10582,Omar Haddad,Russia,Individual,Low
CUST10583,Michael Sokolov,United States,Individual,High
CUST10584,Ivan Hosseini,Mexico,Individual,Low
CUST10585,Michael Karimi,Nigeria,Individual,Low
CUST10586,Nikolai Zhang,Russia,Individual,Low
CUST10587,Samir Brown,Mexico,Business,High
CUST10588,Michael Sokolov,United States,Individual,Low
CUST10589,Jin Smith,Turkey,Business,High
CUST10590,Hassan Mansour,Canada,Individual,Low
CUST10591,Ali Brown,India,Business,Low
CUST10592,Karim Petrov,United Kingdom,Individual,Low
CUST10593,Nikolai Nouri,Russia,Individual,Low
CUST10594,Omar Haddad,United Arab Emirates,Individual,Low
CUST10595,Omar Smith,Russia,Business,Low
CUST10596,Ivan Hosseini,Syria,Individual,Low
CUST10597,Omar Haddad,Syria,Individual,Moderate
CUST10598,Ali Khalil,United Arab Emirates,Individual,Moderate
CUST10599,James Petrov,Syria,Individual,Moderate
CUST10600,Reza Zhang,Iran,Individual,Moderate
CUST10601,Farid Karimi,India,Individual,Low
CUST10602,Michael Rahimi,United Kingdom,Individual,Moderate
CUST10603,Wei Zhang,United States,Individual,Low
CUST10604,Ivan Miller,Russia,Individual,Low
CUST10605,Wei Hosseini,Canada,Individual,High
CUST10606,Robert Sokolov,Turkey,Individual,Low
CUST10607,Michael Smith,Iran,Individual,Low
CUST10608,Omar Khalil,Turkey,Individual,Low
CUST10609,Mohammed Hosseini,Canada,Individual,Moderate
CUST10610,Nikolai Wang,Iran,Individual,Low
CUST10611,Reza Khalil,Belarus,Individual,Low
CUST10612,Yousef Johnson,United Kingdom,Individual,Moderate
CUST10613,Ali Petrov,Russia,Business,Low
CUST10614,Mohammed Miller,Turkey,Individual,Low
CUST10615,Robert Volkov,Canada,Individual,Low
CUST10616,Omar Khalil,Syria,Individual,Low
CUST10617,Nikolai Johnson,United Arab Emirates,Individual,Low
CUST10618,Sarah Volkov,Turkey,Individual,High
CUST10619,Ahmed Al Rashid,Belarus,Individual,Low
CUST10620,Ali Wang,Canada,Individual,Low
CUST10621,Wei Hosseini,Russia,Business,Low
CUST10622,Mohammed Ivanov,United Kingdom,Individual,Low
CUST10623,Michael Ivanov,United States,Business,Low
CUST10624,Nikolai Hosseini,United States,Individual,Low
CUST10625,Karim Sokolov,Nigeria,Business,Moderate
CUST10626,Yousef Mansour,United States,Individual,Low
CUST10627,Yousef Zhang,United Arab Emirates,Individual,Moderate
CUST10628,Reza Rahimi,Russia,Individual,Low
CUST10629,Viktor Hosseini,Russia,Individual,Low
CUST10630,Reza Hosseini,United States,Individual,Low
CUST10631,John Petrov,Canada,Individual,Low
CUST10632,Omar Petrov,Canada,Business,Low
CUST10633,Ali Volkov,United States,Business,Low
CUST10634,Sergei Zhang,Canada,Individual,Low
CUST10635,Ali Haddad,Syria,Individual,Low
CUST10636,Omar Rahimi,Nigeria,Individual,Low
CUST10637,John Karimi,Iran,Individual,Low
CUST10638,Ivan Al Rashid,Iran,Business,Moderate
CUST10639,Yousef Al Rashid,Canada,Individual,Low
CUST10640,Michael Ivanov,India,Business,Moderate
CUST10641,Jin Davis,India,Individual,Moderate
CUST10642,David Sokolov,United States,Individual,Low
CUST10643,James Rahimi,Belarus,Individual,Moderate
CUST10644,Nikolai Ivanov,United Kingdom,Individual,Moderate
CUST10645,Reza Karimi,Mexico,Individual,Low
CUST10646,Jin Haddad,Russia,Individual,Low
CUST10647,Wei Brown,Nigeria,Individual,Moderate
CUST10648,Sergei Mansour,India,Individual,Low
CUST10649,Yousef Haddad,United States,Business,Moderate
CUST10650,Ivan Haddad,Iran,Individual,Moderate
CUST10651,David Haddad,Belarus,Individual,Low
CUST10652,Michael Zhang,Russia,Individual,Moderate
CUST10653,Yousef Nouri,United Kingdom,Individual,Low
CUST10654,Mohammed Nouri,United Kingdom,Individual,Low
CUST10655,Jin Miller,United Arab Emirates,Individual,Low
CUST10656,Nikolai Wang,Syria,Business,Low
CUST10657,Samir Smith,Mexico,Individual,Low
CUST10658,David Nouri,Russia,Individual,High
CUST10659,Sergei Haddad,Belarus,Individual,Low
CUST10660,James Rahimi,Mexico,Individual,Low
CUST10661,Ahmed Volkov,Mexico,Individual,Low
CUST10662,Ali Karimi,Syria,Individual,Moderate
CUST10663,Mohammed Petrov,United Kingdom,Individual,Low
CUST10664,Omar Sokolov,Iran,Individual,Low
CUST10665,Jin Mansour,Iran,Business,Moderate
CUST10666,Sergei Petrov,United Arab Emirates,Individual,Low
CUST10667,Mohammed Mansour,Iran,Individual,Low
CUST10668,Wei Karimi,Iran,Individual,Low
CUST10669,Ahmed Wang,Nigeria,Individual,Low
CUST10670,Ahmed Haddad,Turkey,Individual,Moderate
CUST10671,John Davis,Syria,Individual,Low
CUST10672,Karim Hosseini,Canada,Individual,Low
CUST10673,Reza Nouri,United States,Business,Moderate
CUST10674,Reza Zhang,Russia,Individual,Low
CUST10675,Jin Petrov,Nigeria,Business,Moderate
CUST10676,Reza Volkov,United Kingdom,Individual,Low
CUST10677,Karim Johnson,Turkey,Individual,Low
CUST10678,Nikolai Sokolov,Turkey,Individual,Low
CUST10679,Hassan Zhang,Nigeria,Individual,Low
CUST10680,Ivan Brown,Belarus,Individual,Low
CUST10681,Viktor Sokolov,Nigeria,Individual,Low
CUST10682,David Davis,Syria,Individual,Moderate
CUST10683,Nikolai Zhang,Belarus,Individual,Moderate
CUST10684,Sarah Al Rashid,Iran,Individual,Moderate
CUST10685,Viktor Johnson,Nigeria,Individual,Low
CUST10686,Sarah Al Rashid,Belarus,Individual,Low
CUST10687,James Brown,Iran,Business,Low
CUST10688,Samir Hosseini,United States,Individual,Low
CUST10689,Ivan Petrov,Turkey,Individual,Moderate
CUST10690,Ivan Smith,United Kingdom,Individual,Low
CUST10691,Nikolai Petrov,Syria,Individual,Low
CUST10692,Ahmed Smith,India,Individual,Moderate
CUST10693,Omar Haddad,Iran,Business,Low
CUST10694,Mohammed Johnson,Russia,Individual,Low
CUST10695,Farid Johnson,Syria,Individual,Moderate
CUST10696,Karim Petrov,Syria,Individual,Moderate
CUST10697,Viktor Miller,Iran,Business,Moderate
CUST10698,Ahmed Ivanov,Iran,Business,Moderate
CUST10699,Michael Sokolov,Syria,Individual,Low
CUST10700,James Brown,Russia,Individual,Low
CUST10701,Omar Al Rashid,Syria,Individual,Low
CUST10702,James Haddad,Nigeria,Individual,Low
CUST10703,James Rahimi,Iran,Individual,Low
CUST10704,Hassan Petrov,Syria,Individual,Moderate
CUST10705,David Haddad,Mexico,Individual,Low
CUST10706,Reza Al Rashid,Turkey,Individual,Moderate
CUST10707,Mohammed Smith,Belarus,Individual,Moderate
CUST10708,Samir Hosseini,Syria,Individual,High
CUST10709,Mohammed Brown,United Kingdom,Individual,Low
CUST10710,Michael Karimi,India,Individual,Low
CUST10711,David Mansour,United Arab Emirates,Individual,Low
CUST10712,Reza Davis,Belarus,Individual,Moderate
CUST10713,Samir Volkov,United Kingdom,Individual,Low
CUST10714,Yousef Petrov,Canada,Individual,Low
CUST10715,Hassan Brown,Belarus,Individual,Low
CUST10716,Jin Brown,Turkey,Individual,Moderate
CUST10717,Omar Wang,Canada,Individual,Low
CUST10718,Jin Davis,Mexico,Individual,Moderate
CUST10719,Ali Wang,India,Individual,Moderate
CUST10720,John Miller,Iran,Individual,Moderate
CUST10721,Sergei Rahimi,India,Business,Low
CUST10722,Reza Johnson,Canada,Business,Low
CUST10723,David Davis,United Kingdom,Individual,Low
CUST10724,Ivan Sokolov,Turkey,Individual,Moderate
CUST10725,Reza Zhang,United Arab Emirates,Individual,Moderate
CUST10726,Samir Smith,Syria,Individual,Moderate
CUST10727,James Karimi,Canada,Individual,Low
CUST10728,Sarah Johnson,Belarus,Business,Low
CUST10729,John Hosseini,United Kingdom,Individual,Low
CUST10730,Sergei Wang,Russia,Individual,Low
CUST10731,Hassan Mansour,United Kingdom,Individual,Moderate
CUST10732,Ali Smith,Syria,Individual,High
CUST10733,Sarah Haddad,Nigeria,Individual,Moderate
CUST10734,Karim Petrov,United Arab Emirates,Individual,Low
CUST10735,Viktor Miller,Nigeria,Business,Moderate
CUST10736,Yousef Miller,Nigeria,Business,Low
CUST10737,Karim Khalil,Turkey,Individual,High
CUST10738,Omar Brown,United Arab Emirates,Individual,Low
CUST10739,Ivan Brown,Russia,Individual,Low
CUST10740,Karim Brown,India,Individual,Low
CUST10741,Farid Karimi,Iran,Individual,Moderate
CUST10742,Ahmed Johnson,Turkey,Business,Moderate
CUST10743,Hassan Al Rashid,Iran,Business,Low
CUST10744,John Brown,United States,Business,Low
CUST10745,Ivan Ivanov,United States,Individual,High
CUST10746,Samir Davis,Syria,Individual,Low
CUST10747,Ivan Davis,Canada,Business,Moderate
CUST10748,Karim Volkov,Russia,Business,Low
CUST10749,Sergei Karimi,United Kingdom,Individual,Moderate
CUST10750,Yousef Karimi,Turkey,Individual,Low
CUST10751,Karim Miller,Turkey,Individual,Low
CUST10752,Hassan Nouri,Belarus,Individual,Low
CUST10753,Farid Wang,India,Individual,Low
CUST10754,Ivan Volkov,India,Individual,Low
CUST10755,Karim Volkov,United Kingdom,Individual,Low
CUST10756,Mohammed Al Rashid,Mexico,Individual,Moderate
CUST10757,Robert Davis,Russia,Individual,Moderate
CUST10758,David Davis,Iran,Individual,Low
CUST10759,Wei Petrov,Syria,Business,High
CUST10760,Yousef Hosseini,Turkey,Business,Low
CUST10761,James Al Rashid,United Kingdom,Individual,Moderate
CUST10762,Ali Karimi,United Arab Emirates,Individual,Low
CUST10763,Viktor Zhang,Canada,Individual,Low
CUST10764,Ivan Davis,Belarus,Individual,Low
CUST10765,Nikolai Wang,Turkey,Business,Moderate
CUST10766,Robert Davis,Belarus,Individual,Moderate
CUST10767,Ali Brown,United Arab Emirates,Business,High
CUST10768,Omar Al Rashid,Canada,Business,Low
CUST10769,Hassan Davis,Mexico,Individual,Low
CUST10770,Sarah Petrov,United Arab Emirates,Individual,Moderate
CUST10771,Nikolai Nouri,Canada,Individual,Low
CUST10772,Yousef Haddad,Mexico,Individual,High
CUST10773,Omar Wang,Mexico,Individual,Moderate
CUST10774,David Al Rashid,Belarus,Individual,Moderate
CUST10775,Jin Mansour,Belarus,Individual,Moderate
CUST10776,Viktor Al Rashid,Mexico,Individual,Low
CUST10777,Nikolai Brown,Mexico,Individual,Low
CUST10778,Wei Sokolov,Mexico,Individual,Moderate
CUST10779,Ali Johnson,Belarus,Individual,Low
CUST10780,Omar Smith,United Kingdom,Business,Low
CUST10781,John Karimi,Syria,Business,Low
CUST10782,Jin Nouri,Mexico,Individual,Low
CUST10783,Viktor Davis,India,Business,Low
CUST10784,Mohammed Smith,Mexico,Business,Low
CUST10785,Ivan Khalil,Belarus,Business,Low
CUST10786,Hassan Al Rashid,Syria,Individual,Low
CUST10787,Omar Johnson,Mexico,Business,Low
CUST10788,David Nouri,Syria,Business,Moderate
CUST10789,Samir Haddad,United States,Individual,Moderate
CUST10790,Viktor Zhang,United Arab Emirates,Business,Moderate
CUST10791,David Volkov,United Kingdom,Individual,Moderate
CUST10792,Ali Sokolov,Mexico,Individual,Low
CUST10793,James Haddad,United States,Individual,Low
CUST10794,Ahmed Rahimi,Syria,Individual,Low
CUST10795,Nikolai Petrov,Belarus,Individual,Low
CUST10796,Nikolai Sokolov,Nigeria,Individual,High
CUST10797,Hassan Hosseini,United States,Individual,Low
CUST10798,Sergei Volkov,India,Individual,Low
CUST10799,Sarah Johnson,Iran,Individual,Low
CUST10800,Yousef Al Rashid,Iran,Individual,Low
CUST10801,Viktor Rahimi,United States,Business,High
CUST10802,Reza Nouri,Syria,Business,Low
CUST10803,Wei Johnson,United States,Individual,Low
CUST10804,Mohammed Sokolov,India,Individual,Low
CUST10805,Ahmed Brown,India,Individual,Low
CUST10806,Michael Nouri,Syria,Individual,Moderate
CUST10807,Ali Mansour,Canada,Individual,Low
CUST10808,Wei Volkov,Canada,Individual,Low
CUST10809,Jin Rahimi,Iran,Business,Low
CUST10810,Mohammed Volkov,Canada,Individual,Low
CUST10811,Omar Ivanov,Nigeria,Individual,Moderate
CUST10812,Ahmed Brown,Canada,Individual,Low
CUST10813,Farid Zhang,Russia,Individual,Moderate
CUST10814,James Zhang,Nigeria,Individual,Low
CUST10815,Farid Rahimi,Canada,Individual,Low
CUST10816,Farid Mansour,Canada,Individual,Moderate
CUST10817,Ivan Zhang,United Arab Emirates,Individual,High
CUST10818,David Sokolov,United Arab Emirates,Individual,Low
CUST10819,John Rahimi,India,Individual,Low
CUST10820,David Al Rashid,United Arab Emirates,Business,Moderate
CUST10821,Hassan Brown,Belarus,Individual,Moderate
CUST10822,Yousef Petrov,Mexico,Individual,Low
CUST10823,Karim Mansour,United States,Individual,Low
CUST10824,Robert Al Rashid,India,Business,Moderate
CUST10825,Sarah Smith,Nigeria,Business,Low
CUST10826,Robert Mansour,Nigeria,Individual,Low
CUST10827,David Al Rashid,India,Business,Moderate
CUST10828,Reza Davis,United Arab Emirates,Individual,Low
CUST10829,Sergei Wang,United Kingdom,Individual,Low
CUST10830,Michael Ivanov,Russia,Individual,Moderate
CUST10831,Michael Al Rashid,India,Individual,Low
CUST10832,Viktor Wang,India,Individual,Moderate
CUST10833,Ahmed Rahimi,United Arab Emirates,Individual,Low
CUST10834,Omar Khalil,United Kingdom,Individual,Low
CUST10835,Viktor Karimi,Nigeria,Individual,Low
CUST10836,Reza Johnson,Turkey,Individual,Moderate
CUST10837,Ivan Mansour,Turkey,Individual,Low
CUST10838,Ahmed Davis,Mexico,Individual,Low
CUST10839,Viktor Brown,Syria,Individual,Low
CUST10840,Ali Karimi,Nigeria,Individual,Low
CUST10841,John Al Rashid,Russia,Business,Moderate
CUST10842,Samir Karimi,Russia,Business,Low
CUST10843,Yousef Haddad,United Arab Emirates,Individual,Moderate
CUST10844,David Miller,Mexico,Individual,Moderate
CUST10845,Robert Johnson,Belarus,Business,Low
CUST10846,Robert Davis,United States,Individual,Low
CUST10847,Nikolai Haddad,United Arab Emirates,Individual,Low
CUST10848,Ivan Brown,Canada,Individual,Low
CUST10849,Yousef Zhang,Canada,Individual,Low
CUST10850,Mohammed Al Rashid,Nigeria,Business,Low
CUST10851,Yousef Davis,Mexico,Individual,Moderate
CUST10852,Jin Miller,United Kingdom,Individual,High
CUST10853,Jin Al Rashid,Turkey,Business,Low
CUST10854,Ahmed Khalil,United Kingdom,Business,Moderate
CUST10855,James Mansour,Mexico,Individual,Low
CUST10856,Ahmed Al Rashid,Iran,Individual,Moderate
CUST10857,David Johnson,Canada,Individual,Low
CUST10858,Ahmed Brown,India,Individual,Low
CUST10859,Karim Johnson,Nigeria,Individual,Moderate
CUST10860,Omar Wang,Nigeria,Business,Low
CUST10861,Sergei Johnson,United Kingdom,Individual,Moderate
CUST10862,Reza Haddad,Russia,Individual,Moderate
CUST10863,Sergei Haddad,United Arab Emirates,Individual,Low
CUST10864,Sergei Haddad,United States,Business,Low
CUST10865,Omar Karimi,Russia,Individual,Moderate
CUST10866,Ali Miller,Syria,Individual,Low
CUST10867,Omar Zhang,Canada,Business,Low
CUST10868,Sarah Karimi,India,Individual,Low
CUST10869,Wei Brown,Iran,Individual,High
CUST10870,Karim Smith,Russia,Individual,Moderate
CUST10871,Omar Haddad,Mexico,Business,Moderate
CUST10872,Samir Wang,India,Individual,Moderate
CUST10873,Wei Johnson,Turkey,Business,Low
CUST10874,Omar Nouri,Turkey,Individual,Low
CUST10875,Robert Johnson,Nigeria,Individual,Low
CUST10876,Hassan Ivanov,Syria,Business,Low
CUST10877,John Petrov,Russia,Individual,Low
CUST10878,Ali Hosseini,Russia,Individual,Low
CUST10879,Ahmed Khalil,United Arab Emirates,Business,Moderate
CUST10880,Sergei Hosseini,United Kingdom,Individual,Low
CUST10881,Farid Volkov,United Kingdom,Individual,Low
CUST10882,Ali Mansour,United Kingdom,Individual,Low
CUST10883,David Haddad,United Kingdom,Individual,Low
CUST10884,Wei Miller,Nigeria,Individual,Low
CUST10885,Ivan Haddad,United Kingdom,Individual,Low
CUST10886,Jin Karimi,Russia,Individual,Moderate
CUST10887,Karim Johnson,United Kingdom,Individual,High
CUST10888,Sergei Al Rashid,Mexico,Individual,Low
CUST10889,Omar Mansour,United Arab Emirates,Individual,High
CUST10890,Viktor Davis,Belarus,Business,Moderate
CUST10891,Mohammed Wang,Mexico,Individual,High
CUST10892,Yousef Mansour,Iran,Individual,Low
CUST10893,Mohammed Ivanov,Iran,Individual,High
CUST10894,Samir Davis,Iran,Individual,Low
CUST10895,Viktor Rahimi,Iran,Business,Moderate
CUST10896,Farid Brown,Turkey,Business,Moderate
CUST10897,Sergei Hosseini,Nigeria,Business,Low
CUST10898,David Rahimi,Iran,Individual,Moderate
CUST10899,Ivan Al Rashid,Mexico,Individual,Moderate
CUST10900,Robert Brown,United Kingdom,Individual,Low
CUST10901,Omar Petrov,Canada,Individual,Moderate
CUST10902,Yousef Petrov,United Arab Emirates,Business,Moderate
CUST10903,Sarah Petrov,United Kingdom,Individual,Low
CUST10904,Yousef Miller,Iran,Individual,Low
CUST10905,Ahmed Nouri,Belarus,Business,Low
CUST10906,Reza Miller,Canada,Business,Low
CUST10907,Sergei Haddad,India,Business,Low
CUST10908,Viktor Zhang,Syria,Business,Low
CUST10909,Ahmed Wang,Iran,Individual,Low
CUST10910,Jin Zhang,Russia,Individual,Moderate
CUST10911,Jin Khalil,Canada,Individual,Moderate
CUST10912,Omar Petrov,Nigeria,Individual,Low
CUST10913,Omar Rahimi,Mexico,Individual,Low
CUST10914,Michael Hosseini,United States,Individual,High
CUST10915,Michael Smith,Russia,Individual,Moderate
CUST10916,Sergei Volkov,United Arab Emirates,Individual,Moderate
CUST10917,Ali Petrov,United States,Individual,Low
CUST10918,James Davis,India,Individual,Moderate
CUST10919,Ali Nouri,Syria,Individual,Low
CUST10920,Nikolai Wang,United States,Individual,Low
CUST10921,Jin Nouri,United Kingdom,Individual,Low
CUST10922,Ivan Karimi,United Arab Emirates,Individual,Low
CUST10923,Ahmed Volkov,United Arab Emirates,Individual,High
CUST10924,Ivan Nouri,Canada,Individual,Moderate
CUST10925,Karim Karimi,United Arab Emirates,Individual,Low
CUST10926,Sarah Petrov,India,Individual,Low
CUST10927,Reza Wang,Syria,Individual,Moderate
CUST10928,Yousef Nouri,Russia,Individual,Moderate
CUST10929,Ivan Zhang,Russia,Business,Low
CUST10930,Mohammed Mansour,Turkey,Individual,Low
CUST10931,Hassan Rahimi,Turkey,Individual,Low
CUST10932,Ahmed Zhang,Canada,Individual,Moderate
CUST10933,Yousef Haddad,India,Business,Moderate
CUST10934,Yousef Sokolov,United Arab Emirates,Individual,Low
CUST10935,James Smith,Turkey,Individual,Low
CUST10936,James Ivanov,Mexico,Individual,Low
CUST10937,Hassan Ivanov,Canada,Individual,Low
CUST10938,Sergei Al Rashid,Belarus,Business,Moderate
CUST10939,Nikolai Mansour,India,Individual,Moderate
CUST10940,Sarah Nouri,United Arab Emirates,Individual,Moderate
CUST10941,Jin Volkov,United Kingdom,Individual,Moderate
CUST10942,Farid Smith,India,Individual,Moderate
CUST10943,Wei Volkov,United Kingdom,Individual,Low
CUST10944,Hassan Sokolov,Turkey,Individual,Low
CUST10945,Yousef Smith,Canada,Individual,Moderate
CUST10946,Robert Petrov,United States,Business,Low
CUST10947,Michael Johnson,United Arab Emirates,Individual,Low
CUST10948,Ahmed Zhang,Syria,Individual,Low
CUST10949,Wei Sokolov,Mexico,Individual,Moderate
CUST10950,John Ivanov,United States,Individual,Low
CUST10951,Michael Ivanov,Mexico,Individual,Low
CUST10952,John Zhang,Turkey,Business,Low
CUST10953,Mohammed Rahimi,United States,Individual,Low
CUST10954,Sarah Brown,Syria,Individual,Moderate
CUST10955,Samir Al Rashid,Mexico,Business,High
CUST10956,Nikolai Khalil,Mexico,Individual,Low
CUST10957,Samir Volkov,India,Individual,Low
CUST10958,Hassan Karimi,Mexico,Individual,Low
CUST10959,David Khalil,Turkey,Individual,High
CUST10960,Yousef Brown,United States,Individual,Low
CUST10961,Omar Ivanov,United Kingdom,Business,Low
CUST10962,Ali Petrov,United Arab Emirates,Business,Moderate
CUST10963,Omar Zhang,India,Individual,Low
CUST10964,John Johnson,Canada,Business,Low
CUST10965,Sergei Al Rashid,Belarus,Individual,Moderate
CUST10966,John Haddad,United Arab Emirates,Individual,Moderate
CUST10967,James Smith,United Arab Emirates,Individual,Moderate
CUST10968,Yousef Sokolov,Iran,Individual,Moderate
CUST10969,Wei Davis,Syria,Individual,Low
CUST10970,Farid Karimi,Russia,Individual,Moderate
CUST10971,Karim Johnson,United Arab Emirates,Business,High
CUST10972,David Karimi,United Arab Emirates,Individual,Low
CUST10973,Sergei Miller,United Arab Emirates,Business,Moderate
CUST10974,Karim Davis,Syria,Individual,Low
CUST10975,Robert Khalil,Nigeria,Individual,Low
CUST10976,Yousef Smith,India,Individual,Low
CUST10977,David Smith,United Kingdom,Individual,Moderate
CUST10978,Sergei Johnson,Nigeria,Individual,Low
CUST10979,Ali Nouri,Mexico,Individual,Moderate
CUST10980,Ivan Mansour,Belarus,Individual,Low
CUST10981,John Ivanov,Turkey,Individual,Low
CUST10982,Wei Wang,United Arab Emirates,Individual,Low
CUST10983,Viktor Mansour,Syria,Individual,Low
CUST10984,Robert Haddad,United Arab Emirates,Individual,High
CUST10985,Mohammed Karimi,United States,Individual,Low
CUST10986,Mohammed Sokolov,Canada,Individual,Moderate
CUST10987,Wei Brown,Russia,Individual,Low
CUST10988,Reza Nouri,Nigeria,Business,Low
CUST10989,Sergei Miller,Canada,Business,Low
CUST10990,Jin Miller,United Kingdom,Individual,Low
CUST10991,David Volkov,Nigeria,Individual,Low
CUST10992,Karim Khalil,Belarus,Individual,Low
CUST10993,Samir Brown,Turkey,Individual,Low
CUST10994,Robert Rahimi,Turkey,Business,Low
CUST10995,Ivan Rahimi,Belarus,Individual,Low
CUST10996,Ahmed Zhang,Syria,Individual,Low
CUST10997,Robert Zhang,India,Individual,Low
CUST10998,Ivan Davis,Russia,Individual,Low
CUST10999,Karim Haddad,Canada,Individual,Low
CUST11000,James Volkov,Canada,Business,Moderate
CUST11001,Farid Al Rashid,Mexico,Individual,Moderate
CUST11002,Reza Smith,Nigeria,Individual,Low
CUST11003,Ivan Karimi,Nigeria,Business,Low
CUST11004,Yousef Brown,Mexico,Individual,Moderate
CUST11005,Samir Zhang,Syria,Individual,Low
CUST11006,Samir Brown,United Kingdom,Individual,Low
CUST11007,Nikolai Mansour,Mexico,Individual,Low
CUST11008,Mohammed Johnson,Iran,Individual,Low
CUST11009,Sarah Hosseini,Belarus,Individual,Low
CUST11010,Mohammed Haddad,Nigeria,Individual,Low
CUST11011,Michael Johnson,Iran,Business,Moderate
CUST11012,Ivan Brown,Turkey,Individual,Moderate
CUST11013,John Petrov,Syria,Individual,Low
CUST11014,John Petrov,United States,Individual,Low
CUST11015,Nikolai Sokolov,Belarus,Individual,Low
CUST11016,Hassan Miller,United Kingdom,Individual,High
CUST11017,John Ivanov,India,Individual,Low
CUST11018,Robert Khalil,Mexico,Individual,Moderate
CUST11019,Reza Rahimi,United Arab Emirates,Individual,Low
CUST11020,Ivan Nouri,United Arab Emirates,Individual,Moderate
CUST11021,Mohammed Wang,Mexico,Business,High
CUST11022,Mohammed Smith,Mexico,Individual,Low
CUST11023,Robert Rahimi,Syria,Individual,High
CUST11024,Jin Khalil,Syria,Individual,Moderate
CUST11025,Samir Petrov,United Arab Emirates,Individual,Moderate
CUST11026,Omar Smith,United Arab Emirates,Individual,Moderate
CUST11027,Karim Al Rashid,Canada,Individual,Low
CUST11028,Ali Mansour,Nigeria,Individual,Moderate
CUST11029,Mohammed Miller,Belarus,Individual,Low
CUST11030,Ali Davis,United States,Business,Low
CUST11031,Ivan Johnson,Belarus,Individual,Moderate
CUST11032,Wei Miller,Russia,Individual,Low
CUST11033,Michael Davis,Mexico,Individual,Moderate
CUST11034,Karim Karimi,India,Individual,Low
CUST11035,Ahmed Smith,Russia,Individual,Low
CUST11036,Samir Brown,United States,Individual,Low
CUST11037,Mohammed Hosseini,Mexico,Individual,Moderate
CUST11038,Ahmed Johnson,United Arab Emirates,Individual,Low
CUST11039,James Karimi,Nigeria,Individual,Low
CUST11040,Samir Nouri,Turkey,Individual,Low
CUST11041,Michael Al Rashid,Syria,Individual,Low
CUST11042,David Johnson,United Kingdom,Individual,Low
CUST11043,Hassan Sokolov,India,Individual,Low
CUST11044,Wei Petrov,Iran,Individual,Low
CUST11045,Hassan Rahimi,United States,Individual,High
CUST11046,Viktor Khalil,United Arab Emirates,Individual,Low
CUST11047,Samir Zhang,Iran,Individual,Low
CUST11048,Farid Wang,Belarus,Individual,Moderate
CUST11049,Farid Ivanov,Belarus,Individual,Low
CUST11050,John Mansour,Mexico,Individual,Low
CUST11051,Wei Sokolov,United Kingdom,Business,Low
CUST11052,Ali Davis,India,Individual,Moderate
