transaction_id,transaction_date,customer_id,counterparty_id,amount,channel,counterparty_name,country
PAY307388,2026-04-23,CUST11805,CP23134,31398.34,Card,Omar Al Rashid,United Arab Emirates
PAY307389,2026-07-17,CUST10763,CP25813,2197.97,Card,Sara Lee,Belarus
PAY307390,2026-02-27,CUST11684,CP24075,3205.29,Trade Payment,Anna Hosseini,Iran
PAY307391,2026-07-11,CUST10897,CP20315,36842.51,Card,Sara Wang,United Kingdom
PAY307392,2026-04-16,CUST10434,CP25353,5317.1,P2P,Yousef Lee,United States
PAY307393,2026-06-11,CUST10756,CP20543,5983.82,Wire,Anna Mansour,Turkey
PAY307394,2026-02-27,CUST10018,CP24260,13927.91,Wire,Wei Mansour,United Kingdom
PAY307395,2026-07-29,CUST11751,CP24410,4158.66,Wire,Hassan Smith,Mexico
PAY307396,2026-02-13,CUST10261,CP21683,10222.03,Card,Karim Sokolov,Syria
PAY307397,2026-02-26,CUST10765,CP20614,5593.62,ACH,Wei Karimi,Belarus
PAY307398,2026-09-28,CUST11794,CP22547,22567.41,ACH,Mark Smith,Mexico
PAY307399,2026-01-20,CUST10080,CP20644,2894.78,Wire,Anna Haddad,Mexico
PAY307400,2026-08-19,CUST11157,CP20710,7543.09,P2P,Mark Nouri,Russia
PAY307401,2026-09-03,CUST10472,CP26892,3677.89,ACH,Omar Karimi,Mexico
PAY307402,2026-01-21,CUST10870,CP25468,18170.24,Trade Payment,Mohammed Rahimi,Mexico
PAY307403,2026-09-13,CUST11970,CP20969,8330.01,P2P,Farid Wilson,Nigeria
PAY307404,2026-07-10,CUST11614,CP26228,3911.9,Wire,Anna Brown,Russia
PAY307405,2026-08-25,CUST11836,CP27208,4465.19,ACH,Wei Hosseini,United Kingdom
PAY307406,2026-04-12,CUST11579,CP20190,6927.93,Wire,Peter Khalil,Nigeria
PAY307407,2026-02-17,CUST10432,CP23444,47460.63,Wire,Omar Mansour,Canada
PAY307408,2026-07-06,CUST11865,CP27216,9045.29,Wire,Jin Nouri,Syria
PAY307409,2026-04-08,CUST10556,CP20016,7918.33,ACH,Sara Haddad,Iran
PAY307410,2026-06-07,CUST10432,CP24239,8315.39,Wire,Peter Nouri,United Kingdom
PAY307411,2026-03-24,CUST11923,CP22656,4054.39,ACH,Mark Petrov,United Arab Emirates
PAY307412,2026-08-05,CUST10549,CP26883,30139.8,ACH,Jin Wang,Turkey
PAY307413,2026-05-08,CUST10837,CP21453,32581.02,Trade Payment,Ivan Nouri,Russia
PAY307414,2026-02-23,CUST11596,CP21315,3312.82,Wire,Samir Rahimi,Nigeria
PAY307415,2026-03-31,CUST10245,CP21162,7469.93,Wire,Peter Haddad,Nigeria
PAY307416,2026-04-22,CUST11948,CP27314,6807.99,P2P,Farid Wilson,Iran
PAY307417,2026-01-12,CUST11084,CP27017,18251.97,P2P,Peter Sokolov,Canada
PAY307418,2026-02-11,CUST10712,CP22499,6016.4,ACH,Reza Wang,Syria
PAY307419,2026-06-29,CUST10053,CP24307,5628.07,P2P,Mohammed Volkov,United Kingdom
PAY307420,2026-07-26,CUST10266,CP21642,5979.79,Wire,Viktor Zhang,Canada
PAY307421,2026-03-26,CUST11020,CP22972,82522.26,ACH,John Petrov,United States
PAY307422,2026-06-09,CUST11893,CP27879,21468.81,ACH,Peter Wang,Syria
PAY307423,2026-03-24,CUST10531,CP24481,1781.64,Card,Anna Wang,United Kingdom
PAY307424,2026-08-01,CUST10924,CP20546,5163.13,ACH,Sara Petrov,Nigeria
PAY307425,2026-01-27,CUST11945,CP24425,15791.2,P2P,Peter Brown,United States
PAY307426,2026-01-21,CUST10421,CP25450,5077.53,P2P,Ivan Ivanov,Syria
PAY307427,2026-04-29,CUST10120,CP26939,3362.34,P2P,Karim Wang,Nigeria
PAY307428,2026-09-16,CUST11240,CP20120,2218.6,ACH,Mark Haddad,Mexico
PAY307429,2026-01-27,CUST10788,CP24179,5962.57,Card,Jin Al Rashid,Syria
PAY307430,2026-09-04,CUST10380,CP24030,30840.6,P2P,Mohammed Rahimi,Russia
PAY307431,2026-09-15,CUST10662,CP24175,1366.51,Trade Payment,Sara Haddad,United States
PAY307432,2026-09-01,CUST11251,CP20455,18909.61,P2P,Omar Wang,India
PAY307433,2026-03-18,CUST11795,CP22633,1937.04,Wire,Sara Brown,Iran
PAY307434,2026-02-01,CUST11588,CP23953,3983.06,P2P,Wei Petrov,United Arab Emirates
PAY307435,2026-06-10,CUST10663,CP24200,6003.44,ACH,Wei Smith,Iran
PAY307436,2026-04-18,CUST11064,CP22132,2037.06,Trade Payment,Hassan Lee,Iran
PAY307437,2026-02-01,CUST10245,CP20626,2210.3,Card,Omar Haddad,North Korea
PAY307438,2026-05-06,CUST11246,CP27404,9721.03,ACH,Ali Rahimi,Syria
PAY307439,2026-07-18,CUST11784,CP24173,31836.39,Wire,Wei Wilson,India
PAY307440,2026-03-16,CUST10963,CP25728,12174.52,P2P,Wei Wang,Belarus
PAY307441,2026-07-16,CUST11470,CP24780,10010.28,Trade Payment,Karim Lee,Canada
PAY307442,2026-02-10,CUST10189,CP24617,11834.53,Trade Payment,Farid Wilson,Iran
PAY307443,2026-03-05,CUST11880,CP23726,1710.15,ACH,Ali Brown,Turkey
PAY307444,2026-01-04,CUST11233,CP20320,842.24,ACH,Karim Wang,United Arab Emirates
PAY307445,2026-05-17,CUST11268,CP27738,5950.74,Wire,Jin Ivanov,Canada
PAY307446,2026-06-04,CUST10809,CP20607,25830.45,Card,Jin Rahimi,Russia
PAY307447,2026-04-17,CUST10544,CP21794,4561.67,Card,Wei Zhang,India
PAY307448,2026-07-17,CUST10535,CP20584,8705.54,Wire,Mohammed Nouri,United Kingdom
PAY307449,2026-06-03,CUST10128,CP24842,2636.97,ACH,Viktor Brown,Belarus
PAY307450,2026-03-16,CUST11774,CP26636,3071.76,Wire,Mohammed Khalil,Turkey
PAY307451,2026-04-06,CUST10851,CP25121,4556.48,Wire,Mark Sokolov,Turkey
PAY307452,2026-04-18,CUST11992,CP22450,1450.89,P2P,Peter Zhang,Nigeria
PAY307453,2026-09-07,CUST10292,CP23478,15829.13,Wire,Sara Zhang,Iran
PAY307454,2026-05-14,CUST10222,CP21661,9625.16,Wire,Ali Wang,Syria
PAY307455,2026-09-16,CUST10957,CP23555,11327.66,Card,Viktor Ivanov,Turkey
PAY307456,2026-01-11,CUST11506,CP27403,53299.15,Trade Payment,Hassan Karimi,Syria
PAY307457,2026-03-27,CUST11648,CP25281,757.87,Card,Peter Ivanov,Nigeria
PAY307458,2026-01-16,CUST11530,CP26654,6211.37,Trade Payment,Omar Sokolov,Nigeria
PAY307459,2026-04-05,CUST11998,CP24550,7136.8,Wire,Mohammed Mansour,Iran
PAY307460,2026-04-10,CUST11104,CP27442,2694.73,Wire,Sergei Mansour,Nigeria
PAY307461,2026-09-06,CUST11613,CP27141,2240.76,Card,Reza Brown,Canada
PAY307462,2026-07-17,CUST10286,CP24863,1067.85,Wire,Viktor Wilson,India
PAY307463,2026-08-11,CUST10349,CP25707,54552.26,Wire,Omar Mansour,Belarus
PAY307464,2026-09-14,CUST10234,CP26594,6311.7,Card,Mohammed Karimi,Turkey
PAY307465,2026-07-01,CUST10593,CP22194,2963.8,ACH,Yousef Haddad,United Kingdom
PAY307466,2026-06-21,CUST11030,CP20456,18666.05,Card,Farid Volkov,Nigeria
PAY307467,2026-02-01,CUST11787,CP20665,2722.01,Wire,Ahmed Smith,Russia
PAY307468,2026-07-14,CUST10432,CP25834,8006.69,Wire,Jin Petrov,Russia
PAY307469,2026-08-18,CUST11539,CP24253,14527.37,Trade Payment,Ahmed Lee,India
PAY307470,2026-02-07,CUST10592,CP24160,34923.17,P2P,Peter Zhang,Nigeria
PAY307471,2026-01-09,CUST10849,CP27178,6682.87,ACH,Ivan Volkov,Belarus
PAY307472,2026-08-28,CUST11498,CP27641,924.8,Card,Ali Smith,Russia
PAY307473,2026-01-13,CUST10728,CP24597,10674.23,Card,Mohammed Zhang,Canada
PAY307474,2026-03-13,CUST10632,CP21190,11783.62,P2P,Yousef Karimi,Russia
PAY307475,2026-08-15,CUST10669,CP26754,25512.33,ACH,Ivan Wilson,Russia
PAY307476,2026-01-04,CUST10910,CP24951,665.86,Card,Ivan Lee,United Kingdom
PAY307477,2026-09-27,CUST11775,CP25538,12764.99,Trade Payment,Mohammed Volkov,Iran
PAY307478,2026-04-10,CUST10846,CP22825,1909.13,Wire,Anna Sokolov,Syria
PAY307479,2026-09-20,CUST11574,CP21513,1352.71,ACH,Mark Zhang,United Kingdom
PAY307480,2026-08-03,CUST10819,CP21948,15353.49,Card,Samir Brown,Syria
PAY307481,2026-04-25,CUST10635,CP27145,56389.51,P2P,Karim Rahimi,Syria
PAY307482,2026-03-28,CUST11047,CP27106,9529.44,Wire,Jin Petrov,United Arab Emirates
PAY307483,2026-07-03,CUST10887,CP20970,10114.11,Card,Nikolai Sokolov,India
PAY307484,2026-07-07,CUST10061,CP20264,4387.6,Card,Farid Brown,Syria
PAY307485,2026-03-19,CUST10415,CP21179,15691.06,Trade Payment,Reza Lee,United Kingdom
PAY307486,2026-07-23,CUST11687,CP23792,17919.22,Wire,Ahmed Lee,United Arab Emirates
PAY307487,2026-03-21,CUST10847,CP26959,11778.92,ACH,Mark Wang,Canada
PAY307488,2026-01-12,CUST10851,CP23039,4319.09,Card,Peter Wilson,Russia
PAY307489,2026-05-30,CUST10169,CP27599,3017.44,Wire,John Volkov,United Kingdom
PAY307490,2026-02-19,CUST11833,CP24077,2730.91,Trade Payment,Ali Mansour,United States
PAY307491,2026-03-10,CUST10250,CP25558,7480.43,ACH,John Mansour,United States
PAY307492,2026-07-14,CUST10867,CP24818,8997.0,Wire,Sergei Smith,United Kingdom
PAY307493,2026-03-17,CUST10745,CP22245,7337.19,ACH,Farid Volkov,Russia
PAY307494,2026-01-04,CUST10527,CP26097,7876.51,Wire,Ivan Rahimi,Russia
PAY307495,2026-04-03,CUST10369,CP24301,1227.64,ACH,Yousef Brown,Nigeria
PAY307496,2026-01-30,CUST11355,CP24702,13289.56,P2P,Anna Lee,Mexico
PAY307497,2026-06-27,CUST10534,CP22056,5355.19,Trade Payment,Jin Smith,Belarus
PAY307498,2026-03-14,CUST10175,CP27330,4174.62,Wire,Anna Al Rashid,United Arab Emirates
PAY307499,2026-07-08,CUST11106,CP22285,81876.35,Wire,Samir Ivanov,Turkey
PAY307500,2026-09-30,CUST10702,CP21599,47586.61,Wire,Ivan Zhang,Iran
PAY307501,2026-03-28,CUST11619,CP24576,5501.21,Card,Mark Khalil,United Kingdom
PAY307502,2026-05-04,CUST11700,CP22010,13442.99,ACH,Yousef Nouri,Iran
PAY307503,2026-06-15,CUST10274,CP22844,20150.56,Card,Peter Hosseini,Nigeria
PAY307504,2026-04-28,CUST11490,CP26699,6056.42,Wire,Hassan Smith,Belarus
PAY307505,2026-09-20,CUST10213,CP25251,3608.13,ACH,Sergei Ivanov,Nigeria
PAY307506,2026-09-07,CUST11968,CP27858,5710.57,Wire,Karim Volkov,North Korea
PAY307507,2026-08-31,CUST10043,CP20828,6154.96,ACH,Mohammed Lee,Nigeria
PAY307508,2026-04-09,CUST10257,CP26890,6510.86,ACH,Viktor Volkov,Canada
PAY307509,2026-02-16,CUST10647,CP21121,8294.36,Card,Ivan Mansour,United Arab Emirates
PAY307510,2026-05-08,CUST11103,CP26929,37358.92,ACH,Farid Zhang,India
PAY307511,2026-09-09,CUST11936,CP27480,6554.52,Wire,Hassan Petrov,Turkey
PAY307512,2026-07-11,CUST10474,CP22244,7141.5,ACH,Nikolai Lee,Russia
PAY307513,2026-09-21,CUST10520,CP25655,2281.44,Wire,Ahmed Mansour,Russia
PAY307514,2026-06-25,CUST11592,CP26053,12923.41,P2P,Samir Hosseini,United Arab Emirates
PAY307515,2026-05-13,CUST10180,CP26424,11581.76,Card,Omar Smith,United States
PAY307516,2026-05-24,CUST11164,CP26368,1385.2,Card,John Mansour,Canada
PAY307517,2026-09-25,CUST10021,CP24179,17554.83,P2P,Jin Al Rashid,Syria
PAY307518,2026-01-04,CUST11963,CP27284,7091.41,Wire,Yousef Sokolov,Turkey
PAY307519,2026-05-18,CUST11638,CP26100,13465.04,P2P,Ivan Zhang,Belarus
PAY307520,2026-06-29,CUST11051,CP27221,6243.1,Trade Payment,Ivan Sokolov,United Kingdom
PAY307521,2026-05-06,CUST11616,CP21302,1329.66,ACH,Mohammed Haddad,Russia
PAY307522,2026-09-04,CUST11886,CP21149,2363.36,Trade Payment,Nikolai Khalil,Mexico
PAY307523,2026-03-25,CUST10167,CP27303,7943.65,ACH,Jin Lee,Syria
PAY307524,2026-06-01,CUST11440,CP20619,10493.69,Wire,Ahmed Smith,Russia
PAY307525,2026-04-30,CUST10465,CP20641,7890.56,Trade Payment,Karim Brown,India
PAY307526,2026-04-23,CUST11900,CP20758,2325.64,P2P,Viktor Smith,Nigeria
PAY307527,2026-07-23,CUST11082,CP22934,15216.31,Card,Ahmed Khalil,Turkey
PAY307528,2026-05-28,CUST11557,CP23011,16926.32,ACH,Reza Lee,Iran
PAY307529,2026-02-09,CUST11635,CP25584,17763.19,Card,Mark Rahimi,Turkey
PAY307530,2026-04-15,CUST11720,CP25423,6750.84,Card,Viktor Haddad,Canada
PAY307531,2026-03-16,CUST10344,CP25572,3574.07,Card,Farid Brown,Russia
PAY307532,2026-04-06,CUST10563,CP27476,5486.94,Trade Payment,Hassan Sokolov,Syria
PAY307533,2026-05-15,CUST11950,CP25745,13366.26,Trade Payment,Sergei Wilson,Iran
PAY307534,2026-04-25,CUST10088,CP24829,6661.95,Card,Omar Nouri,Canada
PAY307535,2026-06-22,CUST10835,CP25537,4597.16,ACH,Mark Wilson,United Arab Emirates
PAY307536,2026-07-29,CUST10436,CP22063,7870.23,Card,Mark Al Rashid,United Arab Emirates
PAY307537,2026-02-15,CUST11643,CP26004,540.84,Wire,Ivan Smith,United States
PAY307538,2026-04-10,CUST10232,CP27236,1480.63,ACH,Jin Khalil,Nigeria
PAY307539,2026-05-01,CUST11053,CP21598,11386.2,Trade Payment,Karim Wang,Mexico
PAY307540,2026-06-24,CUST10356,CP27333,8099.32,Trade Payment,Karim Nouri,Nigeria
PAY307541,2026-05-08,CUST11049,CP25907,17941.84,Wire,Omar Wang,Canada
PAY307542,2026-09-26,CUST11888,CP21275,14449.44,P2P,John Karimi,United Kingdom
PAY307543,2026-05-05,CUST10674,CP20340,4118.41,P2P,Yousef Petrov,Mexico
PAY307544,2026-03-01,CUST11779,CP25197,4599.43,Wire,Mark Petrov,Belarus
PAY307545,2026-01-15,CUST10629,CP23238,13084.76,Card,Peter Volkov,Belarus
PAY307546,2026-04-30,CUST10871,CP24279,40796.9,Card,Nikolai Nouri,Iran
PAY307547,2026-01-16,CUST11927,CP27570,11180.03,P2P,Sergei Zhang,Nigeria
PAY307548,2026-06-30,CUST11997,CP27653,9285.79,Trade Payment,Mohammed Petrov,Nigeria
PAY307549,2026-05-05,CUST10193,CP27064,9371.16,Wire,Anna Volkov,India
PAY307550,2026-03-17,CUST11809,CP22783,6264.77,P2P,John Brown,United Kingdom
PAY307551,2026-04-19,CUST10601,CP27195,11037.71,Card,Ivan Nouri,United Arab Emirates
PAY307552,2026-07-01,CUST11143,CP26623,1936.23,Card,Omar Volkov,United Kingdom
PAY307553,2026-02-05,CUST11707,CP26897,1849.39,Wire,Wei Haddad,Syria
PAY307554,2026-05-27,CUST10583,CP24106,10577.94,Trade Payment,Anna Petrov,Russia
PAY307555,2026-09-30,CUST11847,CP22134,2669.18,Trade Payment,Omar Ivanov,United Arab Emirates
PAY307556,2026-08-28,CUST10791,CP27338,12735.94,Card,Mark Mansour,United States
PAY307557,2026-08-13,CUST11662,CP22989,5223.7,P2P,Reza Ivanov,Nigeria
PAY307558,2026-04-22,CUST10895,CP20178,657.09,P2P,Karim Nouri,India
PAY307559,2026-07-22,CUST10259,CP23832,6881.69,Trade Payment,Ivan Petrov,Belarus
PAY307560,2026-06-30,CUST10818,CP26780,919.92,Trade Payment,Mohammed Haddad,Russia
PAY307561,2026-05-01,CUST10785,CP24472,33317.04,P2P,Sergei Smith,United Arab Emirates
PAY307562,2026-01-26,CUST10470,CP20896,1019.97,ACH,Samir Petrov,North Korea
PAY307563,2026-05-28,CUST11927,CP20009,8788.8,Wire,Jin Mansour,Belarus
PAY307564,2026-09-13,CUST10807,CP23534,2558.53,Trade Payment,Farid Smith,Russia
PAY307565,2026-05-04,CUST10855,CP26543,13398.23,Card,Ivan Sokolov,Belarus
PAY307566,2026-06-29,CUST10808,CP27984,4791.5,P2P,Ivan Lee,Iran
PAY307567,2026-04-23,CUST11115,CP23666,11228.17,ACH,Peter Wang,United Arab Emirates
PAY307568,2026-04-05,CUST10561,CP20725,31793.25,Wire,Nikolai Mansour,India
PAY307569,2026-09-11,CUST10155,CP27144,6863.15,Trade Payment,Ali Nouri,United States
PAY307570,2026-09-28,CUST10016,CP26599,14473.45,P2P,Jin Smith,Turkey
PAY307571,2026-09-14,CUST11479,CP22433,1282.14,Card,Karim Haddad,United Arab Emirates
PAY307572,2026-09-16,CUST11154,CP26191,19831.15,Trade Payment,Hassan Nouri,United Arab Emirates
PAY307573,2026-03-19,CUST11892,CP22499,13873.17,Wire,Reza Wang,Syria
PAY307574,2026-02-15,CUST10119,CP27381,11619.23,Card,Ali Hosseini,United Kingdom
PAY307575,2026-07-30,CUST11929,CP23061,29735.91,Wire,Karim Karimi,Nigeria
PAY307576,2026-04-24,CUST11221,CP23288,4207.64,ACH,Viktor Petrov,Turkey
PAY307577,2026-03-19,CUST11982,CP27862,20124.76,Card,Hassan Sokolov,Mexico
PAY307578,2026-05-08,CUST10299,CP22775,30289.44,Card,Sara Wang,Canada
PAY307579,2026-03-18,CUST10501,CP26265,9749.57,ACH,Samir Petrov,Canada
PAY307580,2026-07-11,CUST11519,CP21319,3136.44,Trade Payment,Sara Zhang,United Arab Emirates
PAY307581,2026-01-28,CUST11033,CP24709,30683.59,Trade Payment,Karim Khalil,Turkey
PAY307582,2026-06-29,CUST10378,CP27066,9321.39,P2P,Ali Zhang,Mexico
PAY307583,2026-03-10,CUST10645,CP25707,5719.88,Trade Payment,Omar Mansour,Belarus
PAY307584,2026-08-23,CUST10175,CP21215,275.86,ACH,Yousef Mansour,Russia
PAY307585,2026-05-08,CUST10364,CP20894,5790.04,Card,Jin Petrov,Canada
PAY307586,2026-01-10,CUST10374,CP20698,4916.83,ACH,Nikolai Haddad,Canada
PAY307587,2026-01-31,CUST11800,CP24409,63619.76,P2P,John Hosseini,Turkey
PAY307588,2026-05-17,CUST10080,CP23150,5215.17,ACH,Jin Khalil,Syria
PAY307589,2026-02-01,CUST11434,CP23731,8865.72,Wire,Viktor Nouri,Syria
PAY307590,2026-06-20,CUST10034,CP20259,1511.32,Wire,Reza Lee,Canada
PAY307591,2026-02-16,CUST11541,CP22691,18509.94,P2P,Omar Haddad,Syria
PAY307592,2026-09-29,CUST11214,CP22966,23871.0,P2P,Omar Lee,Mexico
PAY307593,2026-09-26,CUST10113,CP24898,9161.48,ACH,Jin Hosseini,Russia
PAY307594,2026-04-22,CUST10843,CP26646,13819.05,ACH,Omar Petrov,United Kingdom
PAY307595,2026-05-21,CUST10103,CP20913,22866.42,Card,Mohammed Sokolov,United Arab Emirates
PAY307596,2026-06-23,CUST11605,CP27033,4083.66,Wire,Ivan Rahimi,Russia
PAY307597,2026-07-03,CUST11586,CP23865,4478.69,ACH,John Mansour,India
PAY307598,2026-07-02,CUST11298,CP27978,1338.03,Wire,Sara Mansour,United States
PAY307599,2026-06-28,CUST10516,CP26915,9406.59,ACH,Mohammed Al Rashid,United Arab Emirates
PAY307600,2026-03-16,CUST10620,CP22125,7474.98,Wire,Anna Brown,Mexico
PAY307601,2026-07-02,CUST11286,CP22493,13950.05,Wire,Ahmed Volkov,Canada
PAY307602,2026-04-06,CUST11423,CP23267,5552.82,P2P,Omar Brown,Belarus
PAY307603,2026-02-27,CUST11331,CP22747,8053.81,P2P,Anna Wilson,Russia
PAY307604,2026-01-31,CUST10955,CP22429,4812.37,Trade Payment,Mark Petrov,Canada
PAY307605,2026-09-23,CUST10851,CP20036,8848.15,Wire,Ivan Rahimi,United Arab Emirates
PAY307606,2026-02-26,CUST11046,CP21097,10225.97,Wire,Mark Nouri,Belarus
PAY307607,2026-07-20,CUST11382,CP25057,7778.33,Card,Peter Lee,Mexico
PAY307608,2026-08-28,CUST11048,CP23174,5090.19,ACH,Viktor Haddad,India
PAY307609,2026-07-06,CUST11461,CP24268,11748.55,Wire,Sara Al Rashid,United Arab Emirates
PAY307610,2026-02-24,CUST11858,CP24668,11157.22,P2P,Hassan Wang,Russia
PAY307611,2026-07-20,CUST11976,CP24527,6984.59,P2P,Hassan Brown,Syria
PAY307612,2026-01-13,CUST10254,CP21298,5546.21,ACH,Ahmed Hosseini,Belarus
PAY307613,2026-05-23,CUST11386,CP20185,46306.67,Wire,Peter Wilson,United Arab Emirates
PAY307614,2026-09-01,CUST11296,CP24477,3129.37,Trade Payment,Jin Nouri,United States
PAY307615,2026-09-07,CUST10404,CP22838,4893.58,Wire,Karim Zhang,Belarus
PAY307616,2026-05-05,CUST11884,CP26138,5060.26,ACH,Anna Petrov,United States
PAY307617,2026-04-04,CUST10774,CP27004,14123.18,Card,Samir Sokolov,United States
PAY307618,2026-09-28,CUST10326,CP22143,9380.34,Card,Peter Ivanov,Iran
PAY307619,2026-06-27,CUST11821,CP23279,5513.88,P2P,Omar Lee,United Arab Emirates
PAY307620,2026-06-11,CUST10080,CP26848,14141.59,Wire,Sergei Smith,Belarus
PAY307621,2026-08-10,CUST11701,CP24516,8258.93,Trade Payment,Wei Lee,Russia
PAY307622,2026-04-15,CUST10980,CP26794,1540.76,Card,Viktor Rahimi,Turkey
PAY307623,2026-02-03,CUST11579,CP23481,5634.51,Card,Jin Ivanov,Belarus
PAY307624,2026-02-28,CUST10275,CP21912,4149.96,ACH,Ivan Smith,Syria
PAY307625,2026-02-20,CUST10339,CP23078,6874.3,Wire,John Nouri,Mexico
PAY307626,2026-05-26,CUST11489,CP21642,1895.3,Wire,Viktor Zhang,Canada
PAY307627,2026-05-15,CUST10726,CP24858,2646.07,Wire,John Wang,United States
PAY307628,2026-01-25,CUST11641,CP21460,4314.81,Wire,Omar Al Rashid,United Arab Emirates
PAY307629,2026-03-19,CUST10053,CP25326,9914.1,Card,Ali Brown,Canada
PAY307630,2026-01-12,CUST11821,CP21172,3230.4,ACH,Jin Hosseini,United States
PAY307631,2026-06-02,CUST10982,CP24330,7794.11,Trade Payment,Peter Rahimi,India
PAY307632,2026-05-19,CUST11695,CP25059,18428.3,Wire,John Karimi,United Arab Emirates
PAY307633,2026-03-02,CUST10192,CP25640,548.18,Trade Payment,Sergei Sokolov,Iran
PAY307634,2026-06-18,CUST11012,CP26667,13731.08,Trade Payment,Omar Wang,India
PAY307635,2026-05-20,CUST10649,CP27065,5152.39,P2P,Nikolai Lee,Russia
PAY307636,2026-04-08,CUST10426,CP26804,3865.07,ACH,Nikolai Haddad,Mexico
PAY307637,2026-02-13,CUST10182,CP22068,23088.85,Wire,Mohammed Zhang,United States
PAY307638,2026-03-08,CUST10509,CP22256,5682.06,P2P,Hassan Brown,Mexico
PAY307639,2026-01-27,CUST11618,CP20205,2041.3,Card,Ahmed Ivanov,Russia
PAY307640,2026-08-18,CUST11696,CP27656,48087.97,Card,Sergei Volkov,United Kingdom
PAY307641,2026-04-08,CUST10953,CP25712,18751.15,P2P,John Ivanov,Syria
PAY307642,2026-07-07,CUST11826,CP21314,8451.88,P2P,Jin Petrov,Belarus
PAY307643,2026-05-12,CUST10394,CP25668,14578.43,P2P,Viktor Sokolov,Iran
PAY307644,2026-09-23,CUST11869,CP27394,5373.9,P2P,Mohammed Ivanov,Russia
PAY307645,2026-06-08,CUST11098,CP22597,4753.95,Wire,Hassan Karimi,India
PAY307646,2026-03-24,CUST11503,CP23927,5527.72,ACH,Sergei Wang,India
PAY307647,2026-03-08,CUST10405,CP23726,3523.3,ACH,Ali Brown,Turkey
PAY307648,2026-03-21,CUST11666,CP26495,3966.42,P2P,Hassan Brown,Nigeria
PAY307649,2026-08-20,CUST11484,CP26637,13837.74,Wire,John Khalil,Nigeria
PAY307650,2026-02-24,CUST10223,CP22702,8917.54,Wire,Hassan Rahimi,United Arab Emirates
PAY307651,2026-02-13,CUST11632,CP22075,10048.19,ACH,Ivan Sokolov,Syria
PAY307652,2026-03-13,CUST11251,CP23059,3685.06,Card,Wei Brown,Iran
PAY307653,2026-08-07,CUST10315,CP27027,32225.39,Trade Payment,Peter Ivanov,Iran
PAY307654,2026-05-11,CUST10249,CP21953,3927.91,ACH,John Sokolov,Canada
PAY307655,2026-08-16,CUST10870,CP24674,46219.43,P2P,Jin Hosseini,United States
PAY307656,2026-02-28,CUST10973,CP21290,5122.91,P2P,Ahmed Khalil,Belarus
PAY307657,2026-09-02,CUST11750,CP27148,6400.99,Wire,Wei Volkov,Belarus
PAY307658,2026-08-17,CUST10891,CP22290,4010.49,Trade Payment,Omar Khalil,Syria
PAY307659,2026-03-18,CUST11031,CP20681,5193.51,P2P,Nikolai Zhang,Nigeria
PAY307660,2026-06-30,CUST10350,CP23427,10922.88,P2P,Jin Karimi,Turkey
PAY307661,2026-06-22,CUST10393,CP21196,9199.66,Trade Payment,Nikolai Al Rashid,Russia
PAY307662,2026-06-13,CUST11606,CP23883,1202.93,Wire,Anna Lee,Syria
PAY307663,2026-08-24,CUST10810,CP21405,11083.74,Trade Payment,Wei Hosseini,Belarus
PAY307664,2026-06-07,CUST11890,CP22633,5519.51,ACH,Sara Brown,Iran
PAY307665,2026-01-02,CUST10092,CP25854,16262.52,Card,Ali Khalil,Turkey
PAY307666,2026-07-06,CUST11470,CP22562,16666.89,ACH,Wei Sokolov,Nigeria
PAY307667,2026-03-24,CUST10359,CP27593,8640.21,Trade Payment,Viktor Al Rashid,Canada
PAY307668,2026-07-12,CUST10372,CP23982,38185.73,Trade Payment,Hassan Zhang,Belarus
PAY307669,2026-01-19,CUST10740,CP26573,3575.12,P2P,Yousef Mansour,Syria
PAY307670,2026-03-19,CUST10102,CP21193,7512.39,Wire,Sergei Wang,Russia
PAY307671,2026-09-02,CUST11419,CP22442,43921.46,P2P,Peter Petrov,India
PAY307672,2026-04-07,CUST11277,CP27657,40381.52,Card,Omar Hosseini,India
PAY307673,2026-06-03,CUST11571,CP20837,3318.07,Wire,Anna Sokolov,Canada
PAY307674,2026-07-23,CUST10602,CP24947,568.03,Trade Payment,Ali Ivanov,United States
PAY307675,2026-04-11,CUST10418,CP21137,2171.35,Wire,John Ivanov,Syria
PAY307676,2026-09-16,CUST10467,CP20824,3381.94,ACH,Yousef Sokolov,United Arab Emirates
PAY307677,2026-02-11,CUST10603,CP23470,24894.04,Trade Payment,Peter Smith,United Kingdom
PAY307678,2026-05-15,CUST11068,CP24563,32956.52,Wire,Peter Al Rashid,Belarus
PAY307679,2026-03-20,CUST10830,CP26740,1751.88,Card,Reza Sokolov,Belarus
PAY307680,2026-06-17,CUST11633,CP22752,1883.05,Card,Wei Al Rashid,United Arab Emirates
PAY307681,2026-02-03,CUST10639,CP21580,898.66,Card,Sara Rahimi,Canada
PAY307682,2026-09-25,CUST11457,CP23560,1205.46,ACH,Anna Ivanov,Mexico
PAY307683,2026-09-10,CUST10972,CP27903,7393.4,Trade Payment,Peter Rahimi,Syria
PAY307684,2026-07-31,CUST10113,CP27308,10276.14,Wire,Yousef Wilson,United Kingdom
PAY307685,2026-01-27,CUST11675,CP27826,1849.62,P2P,Wei Karimi,United Kingdom
PAY307686,2026-08-08,CUST11756,CP24619,7985.76,P2P,Ivan Mansour,India
